transaction_id,amount,merchant_category,transaction_hour,customer_age,account_balance,is_foreign_transaction,is_weekend,num_transactions_today,is_fraud
TXN002999,16.64,Travel,17,66,19911.36,0,0,7,0
TXN003000,77.14,Entertainment,6,31,13060.16,0,0,3,0
TXN003001,214.82,Healthcare,14,62,32961.56,1,0,2,0
TXN003002,21.59,Fuel,1,68,2455.19,0,1,5,0
TXN003003,115.82,Healthcare,10,32,11907.36,0,0,4,0
TXN003004,34.05,Online_Shopping,8,43,7527.22,0,1,4,0
TXN003005,76.23,Healthcare,12,23,17990.16,0,0,3,0
TXN003006,17.69,Grocery,2,32,19918.85,0,0,1,0
TXN003007,23.71,Entertainment,10,32,106824.87,0,1,3,0
TXN003008,166.89,Restaurant,7,60,9201.63,0,0,5,0
TXN003009,44.35,Travel,16,26,9392.83,0,0,3,0
TXN003010,19.62,Healthcare,12,44,25813.74,0,1,5,0
TXN003011,79.5,Online_Shopping,10,42,5805.78,0,0,1,0
TXN003012,165.24,Grocery,20,36,5901.02,0,0,7,0
TXN003013,20.61,Grocery,11,46,43173.35,0,1,4,0
TXN003014,303.01,Restaurant,14,56,10194.07,0,0,6,0
TXN003015,130.78,Online_Shopping,23,24,4303.67,0,0,2,0
TXN003016,184.92,Grocery,18,62,17940.83,0,0,7,0
TXN003017,283.74,Entertainment,6,65,2444.42,0,0,3,0
TXN003018,123.64,Travel,0,21,9298.46,0,0,6,0
TXN003019,86.1,Restaurant,11,28,7962.42,0,1,2,0
TXN003020,22.83,Restaurant,7,61,16892.57,0,1,2,0
TXN003021,17.78,Online_Shopping,10,47,5448.69,0,0,5,0
TXN003022,128.63,Online_Shopping,7,49,58294.6,0,0,2,0
TXN003023,221.38,Grocery,8,57,3901.22,0,0,5,0
TXN003024,128.35,Restaurant,9,46,48558.39,0,0,4,0
TXN003025,12.67,Grocery,11,32,5209.83,0,0,2,0
TXN003026,94.17,Online_Shopping,10,28,6894.98,0,0,6,0
TXN003027,93.63,Grocery,6,21,36664.86,0,1,1,0
TXN003028,47.0,Grocery,13,60,13749.62,0,0,6,0
TXN003029,370.09,Grocery,7,44,786.02,0,1,7,1
TXN003030,32.37,Restaurant,14,61,7867.0,0,0,4,0
TXN003031,47.63,Online_Shopping,14,43,58189.54,0,0,1,0
TXN003032,157.99,Grocery,11,27,25178.95,0,1,3,0
TXN003033,385.51,Healthcare,12,58,21090.16,0,1,4,0
TXN003034,216.64,Restaurant,11,60,9939.67,0,0,2,0
TXN003035,58.21,Restaurant,16,57,6431.18,0,0,4,0
TXN003036,62.39,Restaurant,16,47,25014.24,0,0,5,0
TXN003037,151.96,Grocery,18,26,2945.16,0,0,1,0
TXN003038,85.81,Online_Shopping,4,65,24709.69,0,0,2,0
TXN003039,274.13,Healthcare,9,67,14244.12,0,0,6,0
TXN003040,50.07,Restaurant,7,63,6249.73,0,1,6,0
TXN003041,385.42,Entertainment,14,58,3514.21,0,0,2,0
TXN003042,81.52,Grocery,9,42,65636.46,0,0,6,0
TXN003043,1053.4,Travel,11,60,52335.31,0,0,5,0
TXN003044,289.18,Entertainment,17,36,24326.79,0,1,4,0
TXN003045,22.16,Restaurant,1,54,9424.75,0,0,7,0
TXN003046,226.05,Restaurant,16,46,42268.35,0,0,1,0
TXN003047,116.17,Restaurant,6,50,15309.11,0,0,2,0
TXN003048,667.02,Online_Shopping,17,41,5103.33,0,1,7,0
TXN003049,164.91,Grocery,8,57,42638.37,0,0,3,0
TXN003050,10.47,Restaurant,11,38,17347.79,0,0,4,0
TXN003051,83.5,Restaurant,10,42,14735.09,0,0,1,0
TXN003052,429.48,Travel,7,40,30.3,1,1,6,1
TXN003053,42.58,Grocery,11,23,24215.54,0,0,6,0
TXN003054,1076.52,Entertainment,7,55,9650.28,0,1,3,0
TXN003055,917.99,Restaurant,14,50,2177.54,0,1,3,0
TXN003056,171.74,Online_Shopping,9,21,54671.02,0,0,4,0
TXN003057,38.07,Fuel,14,61,13000.27,0,0,6,0
TXN003058,111.12,Grocery,18,38,4392.71,0,1,6,0
TXN003059,226.91,Fuel,16,60,15294.19,0,0,6,0
TXN003060,163.59,Grocery,8,27,4885.33,0,0,2,0
TXN003061,292.72,Online_Shopping,14,43,1742.91,0,0,5,0
TXN003062,64.16,Travel,11,49,14246.78,0,0,3,0
TXN003063,108.44,Online_Shopping,16,55,14783.58,0,0,4,0
TXN003064,146.13,Restaurant,11,49,15556.75,0,0,7,0
TXN003065,156.49,Grocery,20,66,21695.03,0,0,1,0
TXN003066,53.93,Entertainment,11,50,70720.57,0,1,6,0
TXN003067,67.93,Restaurant,23,27,9067.99,0,0,2,0
TXN003068,927.26,Online_Shopping,17,43,6903.92,0,0,3,0
TXN003069,34.02,Fuel,9,26,6926.3,0,1,6,0
TXN003070,78.55,Restaurant,14,50,20673.42,0,0,7,0
TXN003071,36.97,Travel,15,21,63690.75,1,0,1,0
TXN003072,695.71,Restaurant,19,55,18589.34,0,0,6,0
TXN003073,99.06,Online_Shopping,9,67,23841.36,0,0,4,0
TXN003074,274.44,Travel,8,29,12559.75,0,0,6,0
TXN003075,258.03,Fuel,22,24,4075.78,0,1,2,0
TXN003076,393.97,Online_Shopping,8,53,5732.3,0,0,1,0
TXN003077,51.95,Restaurant,19,50,5526.79,0,0,1,0
TXN003078,108.29,Fuel,10,58,6487.84,0,0,3,0
TXN003079,14.36,Online_Shopping,11,38,70248.0,0,1,5,0
TXN003080,37.25,Grocery,9,44,2952.38,0,0,2,0
TXN003081,102.01,Restaurant,19,31,1450.9,0,0,4,0
TXN003082,142.87,Online_Shopping,8,61,16877.78,0,1,5,0
TXN003083,89.42,Online_Shopping,13,26,2832.48,0,0,1,0
TXN003084,9.08,Grocery,14,44,22242.64,0,1,4,0
TXN003085,521.66,Online_Shopping,17,25,9799.52,1,0,5,0
TXN003086,151.16,Restaurant,14,25,8169.82,1,1,2,0
TXN003087,363.9,Entertainment,9,22,19419.79,0,0,4,0
TXN003088,9.16,Travel,12,47,13845.1,0,0,3,0
TXN003089,164.19,Travel,7,31,8444.2,0,0,3,0
TXN003090,154.7,Restaurant,9,57,4717.27,0,0,3,0
TXN003091,75.07,Travel,16,23,6126.11,0,0,3,0
TXN003092,52.9,Entertainment,9,67,6239.8,0,1,3,0
TXN003093,113.33,Online_Shopping,10,44,4633.9,0,0,1,0
TXN003094,443.12,Fuel,20,57,17156.02,0,0,5,0
TXN003095,118.5,Restaurant,18,61,5933.67,0,0,1,0
TXN003096,61.6,Entertainment,13,21,5517.42,1,0,4,0
TXN003097,209.37,Grocery,6,66,22111.85,0,0,5,0
TXN003098,263.24,Restaurant,9,60,48351.67,0,0,2,0
TXN003099,16.72,Fuel,22,23,6120.58,0,0,2,0
TXN003100,15.14,Online_Shopping,12,35,19483.53,0,1,1,0
TXN003101,670.58,Restaurant,12,39,5198.92,0,0,3,0
TXN003102,216.95,Grocery,18,23,31290.25,0,1,6,0
TXN003103,346.38,Online_Shopping,8,32,1504.41,1,1,10,1
TXN003104,92.16,Grocery,9,21,46323.39,0,0,3,0
TXN003105,34.63,Grocery,16,43,11388.0,0,0,4,0
TXN003106,10.16,Entertainment,14,49,15360.91,0,0,7,0
TXN003107,50.68,Entertainment,14,61,10697.34,0,1,3,0
TXN003108,232.81,Grocery,15,49,9175.15,0,0,3,0
TXN003109,20.42,Healthcare,12,45,33305.23,0,0,3,0
TXN003110,19.07,Grocery,0,55,17613.06,0,0,4,0
TXN003111,484.61,Fuel,7,63,18416.58,0,0,7,0
TXN003112,2354.78,Online_Shopping,18,31,58488.95,0,1,7,0
TXN003113,34.2,Grocery,10,69,2861.46,0,0,6,0
TXN003114,2130.27,Restaurant,18,42,12403.54,0,1,7,0
TXN003115,51.42,Fuel,9,54,8001.18,0,0,1,0
TXN003116,49.6,Online_Shopping,15,45,3290.77,0,0,1,0
TXN003117,78.43,Online_Shopping,15,34,10665.97,0,1,7,0
TXN003118,1343.35,Online_Shopping,19,21,33141.39,0,0,1,0
TXN003119,8.75,Online_Shopping,17,43,39175.85,0,1,5,0
TXN003120,132.66,Restaurant,23,28,2835.46,0,0,7,0
TXN003121,74.77,Online_Shopping,14,68,1778.64,0,0,6,0
TXN003122,173.04,Healthcare,18,21,7120.08,0,0,2,0
TXN003123,826.94,Travel,19,56,1748.66,0,0,2,0
TXN003124,13.28,Grocery,7,55,42214.18,0,0,5,0
TXN003125,66.56,Grocery,18,68,13846.0,0,0,5,0
TXN003126,190.92,Online_Shopping,9,56,3718.33,0,0,2,0
TXN003127,72.14,Online_Shopping,17,21,19587.05,0,1,4,0
TXN003128,543.33,Restaurant,10,25,2706.82,0,0,7,0
TXN003129,72.78,Grocery,11,46,38460.47,0,1,3,0
TXN003130,42.94,Restaurant,11,60,12839.53,0,0,3,0
TXN003131,112.36,Online_Shopping,11,25,6948.89,0,0,6,0
TXN003132,384.17,Online_Shopping,7,64,52971.84,0,0,6,0
TXN003133,188.75,Online_Shopping,13,30,15473.53,0,0,3,0
TXN003134,47.46,Fuel,8,67,25478.65,0,0,5,0
TXN003135,95.04,Restaurant,10,24,35251.21,0,0,7,0
TXN003136,58.86,Fuel,13,47,65039.2,0,1,2,0
TXN003137,214.19,Online_Shopping,10,44,90679.39,0,0,2,0
TXN003138,29.61,Travel,17,56,12461.75,0,0,6,0
TXN003139,75.95,Restaurant,18,64,5405.82,0,0,6,0
TXN003140,51.62,Travel,8,60,787.3,1,1,14,1
TXN003141,3123.45,Online_Shopping,11,43,15119.91,1,1,12,1
TXN003142,201.61,Restaurant,4,55,6824.08,0,1,7,0
TXN003143,93.7,Online_Shopping,12,57,10337.9,0,0,1,0
TXN003144,388.45,Restaurant,16,22,15419.46,0,1,1,0
TXN003145,82.15,Fuel,18,51,6333.3,0,0,1,0
TXN003146,22.89,Fuel,10,62,723.11,0,0,3,0
TXN003147,46.04,Travel,12,45,8268.01,0,0,5,0
TXN003148,86.81,Grocery,17,29,20060.96,0,1,2,0
TXN003149,17.33,Healthcare,10,25,7744.71,0,0,5,0
TXN003150,30.36,Fuel,6,36,5617.08,0,0,2,0
TXN003151,54.91,Restaurant,19,40,1842.68,0,0,2,0
TXN003152,83.78,Restaurant,16,57,5646.92,0,1,2,0
TXN003153,12.5,Healthcare,5,64,2332.82,0,0,6,0
TXN003154,150.59,Grocery,17,58,36116.26,0,1,2,0
TXN003155,31.17,Healthcare,8,69,9452.5,0,1,5,0
TXN003156,60.97,Restaurant,15,52,12859.17,0,1,5,0
TXN003157,509.43,Online_Shopping,2,41,30276.16,0,0,4,0
TXN003158,35.35,Entertainment,11,29,5678.44,0,0,5,0
TXN003159,246.02,Travel,13,50,17189.89,0,0,6,0
TXN003160,172.54,Online_Shopping,12,37,8381.99,0,0,1,0
TXN003161,201.39,Restaurant,18,67,18579.47,0,0,2,0
TXN003162,92.29,Online_Shopping,12,52,36042.23,0,1,7,0
TXN003163,216.1,Entertainment,2,65,5003.54,0,0,2,0
TXN003164,33.29,Travel,19,64,8637.53,0,1,2,0
TXN003165,84.58,Restaurant,14,21,191037.66,0,0,5,0
TXN003166,264.47,Restaurant,17,62,32042.42,0,0,2,0
TXN003167,90.87,Online_Shopping,18,38,14233.61,0,0,3,0
TXN003168,237.63,Grocery,15,65,13592.95,0,1,1,0
TXN003169,41.48,Restaurant,8,47,10473.97,0,0,4,0
TXN003170,370.8,Healthcare,9,54,6571.13,1,0,2,0
TXN003171,701.51,Healthcare,10,66,53035.43,0,0,7,0
TXN003172,79.92,Travel,9,23,9582.54,0,0,7,0
TXN003173,112.17,Fuel,15,67,12230.7,1,0,3,0
TXN003174,31.37,Travel,9,49,5842.7,0,0,6,0
TXN003175,358.82,Entertainment,6,25,37250.14,0,0,6,0
TXN003176,49.54,Entertainment,16,31,77541.25,0,1,2,0
TXN003177,41.43,Grocery,16,65,58263.58,1,0,2,0
TXN003178,209.39,Fuel,20,62,5523.84,0,1,4,0
TXN003179,53.7,Fuel,13,56,3233.6,0,0,3,0
TXN003180,82.74,Grocery,16,23,3986.71,0,0,5,0
TXN003181,26.66,Grocery,19,33,22751.3,0,0,4,0
TXN003182,321.01,Online_Shopping,12,28,16969.48,0,0,6,0
TXN003183,41.81,Grocery,16,49,17606.1,0,0,1,0
TXN003184,30.25,Online_Shopping,7,64,10851.61,0,0,6,0
TXN003185,22.24,Travel,16,45,4751.81,0,0,2,0
TXN003186,72.74,Grocery,20,32,29725.4,0,0,2,0
TXN003187,86.87,Restaurant,23,30,81892.78,0,0,1,0
TXN003188,57.82,Healthcare,18,45,22779.06,0,0,1,0
TXN003189,85.7,Grocery,12,37,34670.84,1,0,5,0
TXN003190,417.5,Healthcare,18,37,3800.04,0,1,6,0
TXN003191,182.08,Travel,17,59,58265.73,0,0,1,0
TXN003192,233.05,Travel,8,54,49286.46,0,1,1,0
TXN003193,40.93,Travel,15,67,11267.89,0,0,4,0
TXN003194,6479.34,Travel,9,66,290.17,0,1,10,1
TXN003195,102.28,Grocery,12,39,5803.63,0,0,4,0
TXN003196,98.75,Healthcare,18,53,9008.96,0,0,3,0
TXN003197,36.41,Fuel,5,36,44293.14,0,0,2,0
TXN003198,107.85,Restaurant,10,52,3940.22,1,0,2,0
TXN003199,65.92,Grocery,23,50,91020.72,1,0,3,0
TXN003200,88.57,Grocery,15,65,4486.26,0,0,7,0
TXN003201,91.43,Online_Shopping,18,33,33662.84,0,0,3,0
TXN003202,3.89,Entertainment,10,46,5478.98,0,1,1,0
TXN003203,4977.7,Travel,3,65,1125.13,1,1,13,1
TXN003204,19.18,Restaurant,9,25,8913.74,0,0,5,0
TXN003205,244.86,Travel,0,65,15842.05,0,0,1,0
TXN003206,89.61,Grocery,20,57,12066.18,1,1,4,0
TXN003207,57.95,Grocery,12,49,18771.98,0,0,5,0
TXN003208,4522.37,Online_Shopping,19,26,244.94,1,1,15,1
TXN003209,117.54,Online_Shopping,14,46,13018.33,0,0,4,0
TXN003210,38.49,Entertainment,17,68,5334.58,0,0,5,0
TXN003211,33.46,Grocery,6,26,26390.04,0,0,3,0
TXN003212,8.44,Travel,14,41,44717.75,0,0,1,0
TXN003213,287.83,Fuel,18,22,61608.78,0,0,5,0
TXN003214,27.73,Online_Shopping,18,46,9253.9,1,0,1,0
TXN003215,325.71,Grocery,15,57,20257.56,0,0,7,0
TXN003216,826.87,Restaurant,12,42,4102.96,0,0,5,0
TXN003217,27.54,Entertainment,15,47,38097.88,0,0,3,0
TXN003218,2.64,Grocery,11,53,39293.79,0,1,6,0
TXN003219,221.56,Restaurant,13,56,24537.36,0,0,4,0
TXN003220,193.7,Grocery,8,68,7296.67,0,0,2,0
TXN003221,123.99,Travel,17,69,1386.0,0,0,6,0
TXN003222,778.39,Healthcare,16,33,5035.93,0,0,1,0
TXN003223,187.69,Travel,12,28,11274.54,0,1,6,0
TXN003224,847.75,Grocery,14,43,8019.45,0,1,5,0
TXN003225,73.55,Online_Shopping,1,25,30904.2,0,0,6,0
TXN003226,118.64,Grocery,14,35,4532.79,0,1,4,0
TXN003227,19.84,Restaurant,23,47,15812.97,0,0,6,0
TXN003228,69.09,Online_Shopping,6,44,10513.82,0,0,3,0
TXN003229,23.95,Travel,15,32,8121.78,1,0,4,0
TXN003230,18.3,Fuel,13,37,4882.58,0,1,6,0
TXN003231,164.51,Grocery,17,61,8391.18,0,1,7,0
TXN003232,186.92,Healthcare,20,27,27964.62,0,0,6,0
TXN003233,161.02,Grocery,11,25,7301.95,0,0,2,0
TXN003234,130.58,Online_Shopping,10,28,6606.5,0,1,7,0
TXN003235,107.04,Restaurant,9,34,8233.44,0,0,3,0
TXN003236,179.59,Restaurant,21,64,5989.33,0,0,5,0
TXN003237,135.88,Grocery,21,27,6887.27,0,0,1,0
TXN003238,3.34,Grocery,11,44,104963.56,0,0,1,0
TXN003239,240.85,Grocery,11,28,14601.66,0,1,1,0
TXN003240,171.86,Restaurant,23,43,2917.09,0,0,2,0
TXN003241,15.35,Grocery,0,68,23419.25,0,1,2,0
TXN003242,229.23,Grocery,13,54,6534.85,0,1,2,0
TXN003243,8.21,Online_Shopping,6,55,15487.44,0,0,3,0
TXN003244,4.31,Restaurant,14,31,17291.48,0,0,5,0
TXN003245,136.42,Restaurant,1,48,3047.74,0,1,3,0
TXN003246,49.08,Restaurant,8,64,5844.16,0,1,1,0
TXN003247,183.41,Online_Shopping,12,21,3162.61,0,1,2,0
TXN003248,8.68,Online_Shopping,11,43,6257.1,0,1,3,0
TXN003249,36.81,Online_Shopping,1,36,35455.1,0,0,6,0
TXN003250,281.57,Travel,14,54,2035.09,0,1,1,0
TXN003251,32.06,Grocery,14,42,13684.71,0,0,7,0
TXN003252,876.69,Grocery,11,42,18217.8,0,0,6,0
TXN003253,19.72,Online_Shopping,10,65,63015.05,0,0,4,0
TXN003254,31.04,Online_Shopping,14,54,3160.66,0,1,4,0
TXN003255,62.22,Online_Shopping,13,29,41937.76,0,1,3,0
TXN003256,96.83,Fuel,11,24,70474.68,0,0,2,0
TXN003257,200.24,Fuel,17,46,4547.84,1,0,7,0
TXN003258,155.9,Grocery,10,28,21375.66,0,1,6,0
TXN003259,40.86,Fuel,18,27,24617.4,0,1,3,0
TXN003260,106.48,Fuel,23,41,39291.75,1,0,2,0
TXN003261,62.26,Restaurant,14,43,114057.87,1,0,2,0
TXN003262,302.61,Fuel,23,47,49239.2,0,0,6,0
TXN003263,59.73,Grocery,6,37,33476.91,0,1,7,0
TXN003264,359.83,Entertainment,17,26,20497.14,0,0,7,0
TXN003265,130.02,Healthcare,16,64,3861.4,0,0,4,0
TXN003266,203.41,Travel,23,45,5249.01,0,0,4,0
TXN003267,183.24,Online_Shopping,6,56,7141.38,0,0,3,0
TXN003268,7.37,Travel,5,33,16391.17,0,0,1,0
TXN003269,654.25,Entertainment,4,24,39573.06,0,0,2,0
TXN003270,14.95,Grocery,12,28,9395.41,0,1,3,0
TXN003271,18.75,Restaurant,6,38,28407.95,0,1,7,0
TXN003272,546.36,Grocery,16,64,980.3,0,0,1,0
TXN003273,320.57,Online_Shopping,19,29,22206.73,0,0,6,0
TXN003274,618.16,Entertainment,5,41,9750.1,0,1,6,0
TXN003275,477.38,Grocery,12,24,15948.54,0,1,2,0
TXN003276,175.92,Healthcare,14,65,12136.67,0,0,4,0
TXN003277,28.28,Restaurant,20,40,4728.3,0,0,2,0
TXN003278,72.42,Online_Shopping,15,23,33965.12,0,0,2,0
TXN003279,16.47,Entertainment,7,53,12510.74,0,0,6,0
TXN003280,62.83,Restaurant,10,50,19448.11,0,1,4,0
TXN003281,138.93,Grocery,19,23,10912.44,0,0,4,0
TXN003282,263.6,Grocery,5,28,39071.14,0,0,4,0
TXN003283,48.34,Travel,21,62,4135.27,0,1,6,0
TXN003284,17.5,Fuel,12,43,26555.7,0,0,3,0
TXN003285,15.6,Restaurant,7,29,6159.39,0,0,4,0
TXN003286,62.94,Grocery,8,34,2475.18,0,0,2,0
TXN003287,60.57,Grocery,21,41,22361.58,0,1,5,0
TXN003288,66.9,Fuel,1,30,4774.4,0,0,5,0
TXN003289,22.5,Fuel,9,49,7510.77,0,1,6,0
TXN003290,335.85,Grocery,1,50,46252.8,0,0,6,0
TXN003291,18.63,Entertainment,10,63,64370.97,0,0,7,0
TXN003292,41.85,Healthcare,11,39,91323.26,0,0,5,0
TXN003293,182.42,Grocery,11,67,26476.71,0,0,2,0
TXN003294,36.93,Grocery,18,64,50392.54,0,0,2,0
TXN003295,21.04,Entertainment,21,67,7094.67,0,0,4,0
TXN003296,29.58,Restaurant,18,38,34199.09,0,0,3,0
TXN003297,7453.27,Healthcare,23,29,1181.74,0,0,5,1
TXN003298,98.16,Grocery,9,28,10416.03,1,1,4,0
TXN003299,283.47,Restaurant,12,52,9014.37,0,0,5,0
TXN003300,56.15,Online_Shopping,15,26,11670.48,1,0,4,0
TXN003301,30.0,Online_Shopping,18,66,6169.87,0,0,2,0
TXN003302,53.07,Grocery,11,58,14132.21,0,0,1,0
TXN003303,369.59,Healthcare,7,41,12863.61,0,0,6,0
TXN003304,54.89,Online_Shopping,5,36,1468.4,0,0,3,0
TXN003305,916.01,Online_Shopping,2,64,99853.38,0,0,5,0
TXN003306,188.02,Healthcare,10,61,10255.74,0,0,1,0
TXN003307,127.82,Travel,19,24,102235.45,0,0,6,0
TXN003308,230.79,Online_Shopping,8,39,14613.68,0,0,2,0
TXN003309,26.84,Grocery,5,26,2017.54,1,0,4,0
TXN003310,91.8,Grocery,1,31,42783.88,0,0,4,0
TXN003311,157.16,Fuel,11,64,33400.68,0,0,2,0
TXN003312,17.82,Travel,17,59,1698.22,0,1,1,0
TXN003313,186.69,Online_Shopping,0,50,2618.26,0,0,3,0
TXN003314,110.38,Fuel,9,44,6948.65,0,0,3,0
TXN003315,319.92,Fuel,7,66,74943.81,0,0,2,0
TXN003316,78.55,Online_Shopping,18,44,11159.72,0,0,7,0
TXN003317,124.25,Grocery,18,60,17730.57,0,1,5,0
TXN003318,136.77,Grocery,16,38,4270.6,0,0,7,0
TXN003319,17.8,Grocery,16,39,3454.56,0,1,1,0
TXN003320,118.88,Online_Shopping,10,66,28122.92,0,0,1,0
TXN003321,273.46,Grocery,19,45,1611.35,0,0,7,0
TXN003322,90.21,Restaurant,10,35,19773.96,0,1,4,0
TXN003323,172.77,Online_Shopping,20,44,1570.37,0,1,5,0
TXN003324,199.87,Fuel,14,60,2261.53,0,0,1,0
TXN003325,30.39,Restaurant,10,53,5536.43,0,1,4,0
TXN003326,426.36,Online_Shopping,5,28,16012.64,0,0,4,0
TXN003327,4.32,Fuel,12,24,404227.87,0,0,3,0
TXN003328,143.56,Fuel,12,61,26660.71,1,1,1,0
TXN003329,69.29,Grocery,8,55,34457.3,0,0,1,0
TXN003330,10.03,Grocery,2,62,26597.49,0,1,4,0
TXN003331,36.18,Restaurant,0,36,6425.36,0,0,5,0
TXN003332,89.82,Restaurant,19,26,17888.18,0,0,1,0
TXN003333,119.41,Restaurant,13,44,7336.37,0,0,2,0
TXN003334,36.93,Grocery,9,30,12612.6,0,0,1,0
TXN003335,86.05,Entertainment,10,38,54038.01,0,0,3,0
TXN003336,640.95,Travel,10,49,4691.21,0,1,3,0
TXN003337,100.53,Online_Shopping,7,45,14697.45,0,1,2,0
TXN003338,153.53,Online_Shopping,11,22,24232.2,0,0,5,0
TXN003339,27.61,Grocery,8,21,12236.93,0,0,7,0
TXN003340,484.95,Travel,22,64,5591.78,0,0,4,0
TXN003341,29.38,Grocery,15,65,20939.92,0,0,1,0
TXN003342,499.09,Entertainment,17,42,3099.99,0,0,3,0
TXN003343,101.91,Healthcare,21,59,50677.21,0,0,1,0
TXN003344,62.12,Grocery,21,54,7929.15,0,1,7,0
TXN003345,39.84,Restaurant,12,50,22096.85,0,0,3,0
TXN003346,13.87,Online_Shopping,15,42,8764.18,1,0,3,0
TXN003347,332.04,Online_Shopping,11,29,8172.95,0,0,6,0
TXN003348,101.36,Restaurant,12,62,1616.52,0,0,6,0
TXN003349,55.2,Travel,20,46,72189.19,0,1,3,0
TXN003350,71.2,Entertainment,17,23,41651.48,1,1,6,0
TXN003351,199.23,Restaurant,19,23,14078.16,0,1,6,0
TXN003352,44.79,Grocery,6,65,98682.57,0,0,4,0
TXN003353,330.23,Grocery,2,48,4560.75,0,0,7,0
TXN003354,135.1,Grocery,15,27,7837.93,0,1,4,0
TXN003355,89.03,Healthcare,17,35,12769.19,0,0,7,0
TXN003356,70.55,Healthcare,12,30,44124.4,0,1,5,0
TXN003357,54.94,Entertainment,7,26,10430.26,0,0,4,0
TXN003358,167.33,Restaurant,23,49,30872.06,0,0,1,0
TXN003359,16.45,Grocery,19,40,12581.16,0,1,7,0
TXN003360,22.62,Entertainment,15,57,18579.05,0,1,3,0
TXN003361,232.27,Restaurant,10,41,6036.62,0,0,3,0
TXN003362,167.62,Travel,10,27,19224.33,0,1,3,0
TXN003363,17.79,Grocery,5,33,68599.11,0,1,2,0
TXN003364,44.71,Healthcare,11,62,58852.0,0,0,1,0
TXN003365,84.46,Grocery,15,37,21295.81,0,0,6,0
TXN003366,72.97,Restaurant,14,52,2587.19,0,0,3,0
TXN003367,117.07,Healthcare,23,55,18691.08,0,1,4,0
TXN003368,494.4,Grocery,7,25,25108.06,0,0,5,0
TXN003369,198.52,Grocery,21,60,2064.87,0,0,4,0
TXN003370,70.22,Restaurant,14,28,14331.35,0,0,2,0
TXN003371,130.55,Fuel,13,26,13782.8,0,0,4,0
TXN003372,128.09,Grocery,13,32,14751.69,0,0,3,0
TXN003373,306.64,Online_Shopping,14,54,5933.37,0,0,7,0
TXN003374,29.73,Grocery,10,25,7018.84,0,1,1,0
TXN003375,17.18,Online_Shopping,11,46,18476.87,0,0,4,0
TXN003376,46.75,Travel,9,32,44624.78,0,0,2,0
TXN003377,160.28,Travel,8,69,1927.45,0,1,5,0
TXN003378,32.96,Grocery,16,33,22607.87,0,0,1,0
TXN003379,83.5,Online_Shopping,14,44,8393.69,0,0,4,0
TXN003380,49.39,Fuel,14,24,38170.96,0,1,7,0
TXN003381,443.51,Grocery,14,45,14121.38,0,1,4,0
TXN003382,4911.42,Travel,6,38,2197.16,1,0,13,1
TXN003383,77.85,Restaurant,12,32,13858.12,1,0,2,0
TXN003384,237.73,Online_Shopping,8,38,13579.02,0,0,2,0
TXN003385,708.57,Restaurant,17,59,43320.51,0,0,1,0
TXN003386,42.34,Fuel,11,38,20700.51,0,0,2,0
TXN003387,112.81,Healthcare,16,58,69542.63,0,1,4,0
TXN003388,107.11,Grocery,12,30,19570.24,0,0,1,0
TXN003389,64.08,Grocery,15,53,29239.88,0,0,6,0
TXN003390,361.31,Travel,10,34,28555.67,0,0,1,0
TXN003391,316.25,Travel,12,31,1824.26,0,0,6,0
TXN003392,278.54,Online_Shopping,22,36,52642.74,0,1,3,0
TXN003393,72.02,Online_Shopping,8,27,30642.3,0,1,5,0
TXN003394,135.38,Restaurant,9,61,108859.91,0,1,1,0
TXN003395,208.07,Grocery,13,21,16302.12,1,0,6,0
TXN003396,160.88,Entertainment,5,65,23522.58,0,0,2,0
TXN003397,892.21,Online_Shopping,9,56,7919.52,0,0,1,0
TXN003398,23.88,Grocery,16,22,5961.0,0,0,6,0
TXN003399,14.13,Entertainment,3,45,5834.95,0,1,2,0
TXN003400,23.17,Fuel,13,45,4613.63,0,0,2,0
TXN003401,15.64,Grocery,12,34,42791.23,0,0,3,0
TXN003402,41.17,Restaurant,22,51,12637.6,0,1,3,0
TXN003403,198.74,Online_Shopping,13,66,2034.57,0,1,10,1
TXN003404,463.9,Restaurant,19,65,39617.89,0,0,3,0
TXN003405,225.22,Grocery,16,29,21997.45,0,0,5,0
TXN003406,121.25,Grocery,20,68,7124.17,0,0,7,0
TXN003407,439.0,Restaurant,8,39,428.08,1,1,15,1
TXN003408,153.89,Fuel,21,56,62067.84,0,0,2,0
TXN003409,101.8,Restaurant,16,41,2443.73,0,0,2,0
TXN003410,56.55,Grocery,13,65,14049.58,0,1,3,0
TXN003411,340.92,Healthcare,21,29,19647.18,0,0,7,0
TXN003412,14.4,Grocery,16,52,5687.88,0,0,4,0
TXN003413,9.15,Restaurant,9,44,12706.43,0,0,6,0
TXN003414,531.62,Restaurant,17,56,13465.72,1,0,4,0
TXN003415,15.34,Entertainment,18,44,28600.79,0,0,4,0
TXN003416,12.09,Healthcare,9,39,1601.12,0,0,3,0
TXN003417,884.45,Grocery,8,55,11043.4,0,1,4,0
TXN003418,10.65,Travel,1,65,19001.16,0,0,1,0
TXN003419,62.84,Travel,10,21,99086.06,0,1,1,0
TXN003420,1219.46,Online_Shopping,23,43,11957.08,0,1,7,0
TXN003421,10.23,Restaurant,20,22,22273.99,0,0,4,0
TXN003422,50.35,Healthcare,16,64,21616.26,0,0,5,0
