X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,qW,Total_Power
198,0,197.07,77.74,193.36,150,81.43,198,798,0,797.07,77.74,793.36,150,681.43,198,198,200,197.07,277.74,193.36,350,81.43,398,398,200,397.07,277.74,393.36,350,281.43,398,798,200,797.07,277.74,793.36,350,681.43,398,998,200,997.07,277.74,993.36,350,881.43,398,198,400,197.07,477.74,193.36,550,81.43,598,798,400,797.07,477.74,793.36,550,681.43,598,998,400,997.07,477.74,993.36,550,881.43,598,998,600,997.07,677.74,993.36,750,881.43,798,198,800,197.07,877.74,193.36,950,81.43,998,598,800,597.07,877.74,593.36,950,481.43,998,0,1000,99101.31,90813.73,85233.8,75825.83,108070.58,102382.39,99178.29,84544.79,75618.98,70826.97,66596.78,66600.33,84150.66,73689.88,68397.82,64263.67,89406.4,84487.1,77650.27,69324.58,102977.95,97171.62,94486.05,76408.95,61534.69,64833.56,68267.73,70646.25,70593.74,71343.22,68469.87,65857.27,89636.97,89280.31,87653.73,70069.33,84891.11,85788.58,85052.32,76647.36,76161.27,75247.72,77001.71,76571.02,77462.51,81256.66,83676.83,78057.74,75190.02,0.76,3918400.27
1,1,1,70,1,140,50,198,398,0,397.11,67.15,393.4,139.02,349,198,798,0,797.11,67.15,793.4,139.02,749,198,998,0,997.11,67.15,993.4,139.02,949,198,998,200,997.11,267.15,993.4,339.02,949,398,198,400,197.11,467.15,193.4,539.02,149,598,998,400,997.11,467.15,993.4,539.02,949,598,198,600,197.11,667.15,193.4,739.02,149,798,998,600,997.11,667.15,993.4,739.02,949,798,198,800,197.11,867.15,193.4,939.02,149,998,598,800,597.11,867.15,593.4,939.02,549,998,998,800,997.11,867.15,993.4,939.02,949,998,0,1000,93573.68,85396.36,79590.55,76804.89,95663.52,86677.57,81914.64,78003.93,100386.91,90228.97,83907.19,79139.63,107752.86,101543.33,99648.05,79684.32,93183.21,89597.97,92068.93,75652.81,81208.12,78055.51,79086.42,68934.1,89449.62,88803.22,91757.07,75435.65,73978,71202.59,74645.44,66541.31,89179,88345.33,91688.29,75825.78,69428.36,67670,71793.8,75197.99,77182.83,73381.59,73074.35,72526.63,89050,88441.27,89207.4,83535.32,74891.43,0.78,4059935.74
1,1,1,51,1,101,1,151,448,0,397.6,72.4,393.28,146.64,449,298,798,0,797.6,72.4,793.28,146.64,749,248,998,0,997.6,72.4,993.28,146.64,1000,298,48,201,98,250,148,350,248,350,1,401,1,470,1,590,50,648,998,400,997.6,472.4,993.28,546.64,899,598,201,601,201,670,201,740,250,798,998,600,997.6,672.4,993.28,846.64,900,1000,1,751,1,870,51,940,50,1000,598,800,597.6,872.4,443.28,946.64,549,998,798,800,797.6,872.4,893.28,946.64,749,998,0,1000,94526.72,85157.7,82521.35,78746.5,98651.23,89321.51,85952.43,84370.71,101921.31,94021.58,91200.02,89945.09,107592.17,102274.4,98914.11,96560.06,77333.26,76927.31,74963.56,79502.32,79744,79997.42,75572.75,69099.67,96077.92,93853.92,94314.42,77053.54,82781.95,76544.8,74631.13,70566.62,91200.63,90058.53,94464.64,83980.83,72312.9,71894.92,71908.98,70326.12,81819.5,74928.55,68444.8,73450.99,88102.6,82515.63,86464.76,74815.14,67889.01,0.79,4105251.86
198,0,196.79,73.16,192.57,152.66,85.43,198,398,0,396.79,73.16,392.57,152.66,285.43,198,598,0,596.79,73.16,592.57,152.66,485.43,198,998,0,996.79,73.16,992.57,152.66,885.43,198,998,200,996.79,273.16,992.57,352.66,885.43,398,198,400,196.79,473.16,192.57,552.66,85.43,598,798,400,796.79,473.16,792.57,552.66,685.43,598,998,400,996.79,473.16,992.57,552.66,885.43,598,198,600,196.79,673.16,192.57,752.66,85.43,798,198,800,196.79,873.16,192.57,952.66,85.43,998,398,800,396.79,873.16,392.57,952.66,285.43,998,998,800,996.79,873.16,992.57,952.66,885.43,998,0,1000,92072.82,80830.03,75058.57,74516.11,95693.97,83269.91,75718.19,70908.35,101668.78,91906.16,84898.47,75477.65,107242.5,102440.45,102001.22,85243.45,95171.27,93975.57,93295.54,77661.49,78466.6,76117.49,78009.21,71900.87,74542.5,73996.39,74779.29,75365.56,89457.02,89104.22,88280.44,78949.5,75051.24,74812.01,76833.61,70350.54,70896.59,69268.81,69672.13,71924.01,79793.61,77258.34,76361.45,72604.61,91382.92,90428.21,90039.33,81342.27,72574.11,0.78,4018613.35
1,1,1,51,1,101,1,151,398,0,396.11,74.28,397.07,142.27,449,198,998,0,996.11,74.28,997.07,142.27,949,198,201,201,201,270,201,340,250,398,998,200,996.11,274.28,947.07,292.27,949,398,201,401,201,470,201,540,250,598,998,400,996.11,474.28,997.07,542.27,949,598,1,501,1,670,1,740,150,898,798,600,796.11,674.28,797.07,742.27,749,898,1,801,1,870,1,940,50,998,648,800,596.11,874.28,597.07,942.27,549,1000,1000,800,996.11,874.28,997.07,942.27,999,998,0,1010,96156.77,86140.18,81060.05,76282.87,99857.56,94317.29,87279.44,84730.7,107283.19,103587.59,102567.36,84536.67,80739.6,76320.41,77887.09,75564.92,96185.71,94056.66,84663.26,85247.94,71081.68,75790.27,76760.33,75318.09,93456.31,92985.65,92205.33,88047.87,73647.71,76087.77,76959.33,71229.31,83412.31,84685.6,84978.81,77253.65,73849.74,73441.98,73740.48,70639.87,77400.19,76044.13,74909.36,74937.42,94053.68,91116.53,88975.66,85163.66,68350.4,0.79,4090528.09
198,0,197.18,79.97,193.7,157.5,89.23,198,598,0,597.18,79.97,593.7,157.5,489.23,198,998,0,997.18,79.97,993.7,157.5,889.23,198,198,200,197.18,279.97,193.7,357.5,89.23,398,798,200,797.18,279.97,793.7,357.5,689.23,398,198,400,197.18,479.97,193.7,557.5,89.23,598,998,400,997.18,479.97,993.7,557.5,889.23,598,198,600,197.18,679.97,193.7,757.5,89.23,798,198,800,197.18,879.97,193.7,957.5,89.23,998,398,800,397.18,879.97,393.7,957.5,289.23,998,598,800,597.18,879.97,593.7,957.5,489.23,998,998,800,997.18,879.97,993.7,957.5,889.23,998,0,1000,97041.21,88839.64,84391.72,76642.28,101826.6,94212.57,88107.36,81608.7,106785.77,103210.16,101265.02,92875.54,75673.14,76853.71,78870.65,74649.88,88514.38,88130.36,88240.53,80339.55,74426.42,77337.98,80625.52,72799.54,95460.71,92487.99,90716.42,83275,76926.8,77955.9,76925.87,68925.91,68344.25,66847.84,66027.58,68565.03,78455.54,70704.04,68175.12,65955.29,84866.97,79264,76001.38,69501.19,93755.74,92050.45,90239.29,79452.39,70075.61,0.78,4024224.54
1,0,1,51,101,1,1,151,451,0,301,0,401,140,450,298,698,0,796.79,72.92,692.57,98.91,749,198,1000,0,1000,72.92,1000,148.91,965,300,0,201,1,270,1,340,50,448,898,300,796.79,272.92,742.57,398.91,849,398,448,400,396.79,472.92,342.57,548.91,349,698,1,601,1,670,1,740,50,798,733,602,898,550,1000,650,998,750,248,800,196.79,872.92,142.57,948.91,149,998,598,800,589,876,555,956,599,998,1000,811,1000,872.92,992.57,948.91,999,998,0,1000,87742.3,77417.58,90994.91,82473.55,97405.71,96587.28,83569.33,80692.48,101957.8,93421.02,88824.34,88611.07,107412.07,103309.26,99132.22,95681.4,76395.47,77403.32,77713.49,77944.61,84889.22,83340.71,81771.49,88340.22,78761.3,78360.03,76247.39,77856.03,77858.01,75005.19,74503.38,69273.36,87237.05,92297.23,92034.55,92433.55,72580.63,69405.48,74121.52,72442.5,79667.97,76656.71,72648.96,74927.67,90179.72,88413.01,88895.02,86038.24,73382.73,0.79,4111601.67
1,198,50,198,100,198,0,98,301,0,151,120,101,0,150,298,601,1,601,51,601,101,601,151,998,0,896.79,0,997.18,97.45,949,198,601,201,601,251,601,301,601,351,1,401,1,451,1,501,1,551,998,400,1000,473.55,947.18,547.45,949,598,1,601,1,651,1,701,1,751,751,601,801,670,651,890,850,798,1,801,0,870,1,940,50,998,398,800,696.79,1000,497.18,1000,199,1000,998,800,996.79,873.55,997.18,947.45,949,998,0,1010,71264.53,70364.33,76943.12,83597.92,95146.98,85873.57,91641.83,73512.59,100821.88,93286.7,90051.17,89357.6,105862.89,99510.11,100183.6,98910.36,86993.78,86844.03,86304.97,83443.08,82179.75,78393.52,76913.51,76607.23,97915.73,92888.6,91522.78,89206.95,76799.18,77552.83,76713.95,75009.44,82667.34,83919.42,79039.36,84440.47,74503.13,76580.73,74107.62,70804.11,78945.65,78820.62,75473.74,76048.18,93726.17,91364.49,89695.34,82065.58,67936.92,0.8,4121574.94
198,0,196.79,74.47,193.7,150,81.84,198,398,0,396.79,74.47,393.7,150,281.84,198,598,0,596.79,74.47,593.7,150,481.84,198,998,0,996.79,74.47,993.7,150,881.84,198,598,200,596.79,274.47,593.7,350,481.84,398,398,400,396.79,474.47,393.7,550,281.84,598,598,600,596.79,674.47,593.7,750,481.84,798,798,600,796.79,674.47,793.7,750,681.84,798,998,600,996.79,674.47,993.7,750,881.84,798,598,800,596.79,874.47,593.7,950,481.84,998,798,800,796.79,874.47,793.7,950,681.84,998,998,800,996.79,874.47,993.7,950,881.84,998,0,1000,92284.53,81339.14,75700.01,76219.55,97062.38,85374.74,76908.36,72186.67,101591.5,93515.69,88711.07,74551.71,107650.14,102770.1,100727.9,93156.28,83136.5,84447.43,85890.45,80146.26,75875.84,81153.08,81150.85,73043,79634.66,71533.82,65657.84,60282.6,87083.16,80104.9,72736.71,60871.07,96511.84,92659.47,90466.58,71175.29,58129.17,59586.56,63228.43,68006.1,64791.24,67074.61,66896.86,65472.04,86100.01,85297.51,83423.26,73518.3,79387.9,0.76,3914223.12
198,0,197.07,75.98,192.74,150,102.78,198,598,0,597.07,75.98,592.74,150,502.78,198,798,0,797.07,75.98,792.74,150,702.78,198,398,200,397.07,275.98,392.74,350,302.78,398,998,200,997.07,275.98,992.74,350,902.78,398,798,400,797.07,475.98,792.74,550,702.78,598,998,400,997.07,475.98,992.74,550,902.78,598,198,600,197.07,675.98,192.74,750,102.78,798,598,600,597.07,675.98,592.74,750,502.78,798,198,800,197.07,875.98,192.74,950,102.78,998,798,800,797.07,875.98,792.74,950,702.78,998,998,800,997.07,875.98,992.74,950,902.78,998,0,1000,95850.3,86161.76,81010.61,76091.26,100180.79,90700.09,84022.3,79512.81,108328.25,101331.9,94920.29,83092.04,77606.36,73454.94,73929.03,73143.9,102117.48,96350.14,94650.9,78040.23,76180.55,74511.4,74828.29,72580.93,90113.22,89349.65,88047.44,79363.26,77128.95,73819.44,73353.73,69203.01,73519.8,77090.74,78046.41,71332.67,68678.4,69306.77,74217.34,75375.23,80691.98,76547.24,72608.39,70066.66,90491.17,88863.07,87060.81,76091.09,74756.35,0.77,3993719.38
198,0,197.6,70.41,193.21,148.96,149,198,398,0,397.6,70.41,393.21,148.96,349,198,798,0,797.6,70.41,793.21,148.96,749,198,198,200,197.6,270.41,193.21,348.96,149,398,998,200,997.6,270.41,993.21,348.96,949,398,198,400,197.6,470.41,193.21,548.96,149,598,798,400,797.6,470.41,793.21,548.96,749,598,998,600,997.6,670.41,993.21,748.96,949,798,198,800,197.6,870.41,193.21,948.96,149,998,398,800,397.6,870.41,393.21,948.96,349,998,798,800,797.6,870.41,793.21,948.96,749,998,998,800,997.6,870.41,993.21,948.96,949,998,0,1010,94202.57,83397.7,80391.88,70107.98,99827.03,90513.93,84744.34,77514.91,108704.53,102135.02,97771.79,86893.61,71198.5,72258.64,79182.23,69862.35,103190.06,96604.89,94794.76,87135.41,73507.01,73050.96,77961.77,74927.1,85834.39,84695.9,85973.85,78415.63,94019.32,89769.5,90223.91,71053.52,77315.5,70334.48,70869.06,71616.69,76770.02,72510.06,71988.74,68154.42,73912.14,70996.08,72355.99,70292.38,86203.38,85768.62,86615.31,77073.23,75445.31,0.77,4008086.42
1,1,1,51,1,101,1,151,648,1,698,50,748,100,948,250,998,0,997.6,69.96,1000,144.6,949,198,201,201,201,251,201,301,201,351,798,200,797.6,269.96,797.18,344.6,749,398,1,401,1,470,1,540,50,598,798,400,797.6,469.96,797.18,544.6,749,598,401,601,401,670,301,740,450,798,1,801,1,870,1,940,150,998,598,800,597.6,869.96,597.18,944.6,549,998,798,800,797.6,869.96,797.18,944.6,749,998,998,800,997.6,869.96,997.18,944.6,949,998,0,1000,97845.57,87696.04,83838.95,79018.38,98771.05,90228.89,87715.01,92092.42,107471.43,103559.14,100121.88,93486.19,85443.89,76274.03,73860.97,73748.21,83174.1,84248.04,93735.95,77961.07,81020.57,77791.59,74054.29,72225.2,90137.86,90389.74,92085.57,88931.4,83060.38,80364.32,71415.5,71889.74,77080.32,72589.73,72521.83,72369.99,82833.23,72873.6,70464.83,69040.07,89507.91,80774.12,76631.14,74721.55,96199.18,93149.92,88763.26,78924.69,72234.99,0.79,4084595.34
198,0,197.18,79.83,192.97,150,89.53,198,798,0,797.18,79.83,792.97,150,689.53,198,998,0,997.18,79.83,992.97,150,889.53,198,198,200,197.18,279.83,192.97,350,89.53,398,398,200,397.18,279.83,392.97,350,289.53,398,798,400,797.18,479.83,792.97,550,689.53,598,198,600,197.18,679.83,192.97,750,89.53,798,598,600,597.18,679.83,592.97,750,489.53,798,998,600,997.18,679.83,992.97,750,889.53,798,198,800,197.18,879.83,192.97,950,89.53,998,598,800,597.18,879.83,592.97,950,489.53,998,998,800,997.18,879.83,992.97,950,889.53,998,0,1000,98594.17,91052.25,87570.83,77389.92,100324.4,92324.96,87035.74,86980.16,106790.74,102001.23,97917.39,88373.78,79006.99,76205.64,72735.54,74066.24,88853.57,83556.99,80587.85,73858.9,96911.87,93672.89,88524.54,78440.09,75830.01,73321.26,71468.2,66790.89,74473.14,74725.82,76369.05,66824.69,95866.89,92250.58,90415.69,72992.78,66049.35,67141.54,70208.36,72253.17,71804.36,72829.81,72713.13,70020.04,86808.24,87147.61,85798.95,77059.29,72355.89,0.77,4006295.38
398,0,397.6,72.29,393,147.07,349,198,798,0,797.6,72.29,793,147.07,749,198,198,200,197.6,272.29,193,347.07,149,398,398,200,397.6,272.29,393,347.07,349,398,998,200,997.6,272.29,993,347.07,949,398,798,400,797.6,472.29,793,547.07,749,598,198,600,197.6,672.29,193,747.07,149,798,398,600,397.6,672.29,393,747.07,349,798,598,600,597.6,672.29,593,747.07,549,798,198,800,197.6,872.29,193,947.07,149,998,798,800,797.6,872.29,793,947.07,749,998,998,800,997.6,872.29,993,947.07,949,998,0,1000,99674.34,91868.61,89058.84,75854.45,108135.62,102225.34,97515.1,87855.49,80363.4,74157.11,73821.4,73037.7,80509.92,78318.19,78904.98,73772.15,103534.02,97282.81,94851.31,88044.89,85558.37,85958.14,89446.88,85283.87,74537.31,69153.15,67210.19,63147.71,77369.14,70995.7,67272.97,62711.51,80058.44,80070.76,77809.45,67354.16,61232.15,64938.96,74245.37,75730.16,83616.28,75238.8,71767.43,68086.64,93960.55,89997.32,86986.07,77680.62,75604.52,0.76,3951808.31
1,1,1,51,1,101,1,151,398,0,397.59,79.54,393.37,150,349,198,598,0,597.59,79.54,593.37,150,549,198,998,0,997.59,79.54,993.37,150,949,198,798,200,797.59,279.54,793.37,350,749,398,1,401,1,451,1,501,1,551,998,400,997.59,479.54,993.37,550,949,598,1,601,1,651,1,701,1,751,998,600,997.59,679.54,993.37,750,949,798,1,801,1,851,1,901,1,951,398,800,397.59,879.54,393.37,950,349,998,798,800,797.59,879.54,793.37,950,749,998,0,1010,94064.74,82559.41,77254.94,74841.5,95429.57,84547.54,77589.02,73056.6,101459.84,92865.46,85273.66,76185.05,107615.08,103964.01,100979.31,92717.32,88898.7,87030.28,85847.67,77331.3,82881.05,76614.9,75580.39,76066.47,95574.92,91864.78,90550.45,72702.08,75946.63,74520.96,72849.57,71931.53,86296.67,88370.72,90678.62,83481.84,71456.63,70620.49,70595.65,71932.4,79527.23,74690.75,74110.13,70210.22,79669.74,83784.69,87212.99,81107.39,73354.74,0.78,4053695.63
0,0,26,53,0,101,1,151,398,0,496.91,0,447.18,146.34,399,248,1000,0,996.91,70.19,997.18,146.34,849,198,41,191,1,270,1,340,50,398,1000,200,996.91,270.19,1000,327,949,398,201,401,201,470,1,540,265,560,698,550,996.91,470.19,997.18,546.34,949,598,50,601,1,670,1,740,227,896,1,801,1,851,1,901,0,951,498,900,296.91,720.19,397.18,946.34,299,1000,798,700,796.91,870.19,697.18,946.34,699,1000,998,800,1000,870.19,1000,1000,849,998,0,1000,96187.67,87516.18,83356.73,78492.31,94486.05,100165.39,90381.94,85743.89,107590.99,103266.48,102610.86,87391.69,78878.4,81506.53,79266.15,75064.53,97101.82,96724.25,92976.47,93601.13,83252.19,76618.67,76250.48,77524.87,84934.47,94150.68,93518.89,87471.44,73921.43,76085.38,76966.53,70471.35,74197.32,70365.38,70177.9,68626.15,75135.06,80558.27,72798.48,69644.86,86982.06,83692.67,80267.03,73640.65,95464.54,90807.66,90511.01,80562.56,69868.19,0.79,4116489.84
198,0,196.11,74.28,197.07,142.27,149,198,398,0,396.11,74.28,397.07,142.27,349,198,798,0,796.11,74.28,797.07,142.27,749,198,998,0,996.11,74.28,997.07,142.27,949,198,398,200,396.11,274.28,397.07,342.27,349,398,998,200,996.11,274.28,997.07,342.27,949,398,998,400,996.11,474.28,997.07,542.27,949,598,198,600,196.11,674.28,197.07,742.27,149,798,398,600,396.11,674.28,397.07,742.27,349,798,798,600,796.11,674.28,797.07,742.27,749,798,398,800,396.11,874.28,397.07,942.27,349,998,998,800,996.11,874.28,997.07,942.27,949,998,0,1010,92330.55,81253.03,74561.78,71056.02,95776.56,85659.73,79371.21,67149.28,100699.6,91087.87,84070.07,78839.9,106959.68,102080.69,98712.18,79759.97,72455.58,70736.58,72844.07,71790.33,92422.51,90846.62,92081.11,75271.67,88412.19,88920.25,89085.69,84916.92,76338.49,71221.49,67297.57,66713.55,78691.43,75370.87,73197.22,62643.48,80511.2,83169.68,83650.03,75821.44,67635.28,68849.25,72969.15,74145.96,91607.2,89039.38,86959.8,81643.59,80678.67,0.77,3987306.39
198,0,195.76,77.94,191.75,150,89.76,198,398,0,395.76,77.94,391.75,150,289.76,198,798,0,795.76,77.94,791.75,150,689.76,198,998,0,995.76,77.94,991.75,150,889.76,198,198,200,195.76,277.94,191.75,350,89.76,398,598,200,595.76,277.94,591.75,350,489.76,398,998,400,995.76,477.94,991.75,550,889.76,598,598,600,595.76,677.94,591.75,750,489.76,798,998,600,995.76,677.94,991.75,750,889.76,798,198,800,195.76,877.94,191.75,950,89.76,998,798,800,795.76,877.94,791.75,950,689.76,998,998,800,995.76,877.94,991.75,950,889.76,998,0,1010,92953.89,82096.25,76081.68,71775.39,97990.22,87602.83,80627.04,72606.61,100278.48,92046.3,86489.46,83801.63,107355.89,102059.39,98218.16,88592.08,68430.3,69530.53,72089.84,73466.42,81010.45,80289.07,80645.1,75071.39,95765.54,93364.63,91824.01,75224.51,76573.5,74325.2,71766.89,68229.73,88223.55,88479.4,89027.41,71313.2,75361.08,73406.1,74800.88,75645.83,69200.96,70338.66,71233.37,70250.2,86264.78,85635.29,84344.71,75049.11,75159.99,0.77,3991916.9
198,0,197.07,77.97,192.74,150,97.24,198,598,0,597.07,77.97,592.74,150,497.24,198,998,0,997.07,77.97,992.74,150,897.24,198,198,200,197.07,277.97,192.74,350,97.24,398,798,200,797.07,277.97,792.74,350,697.24,398,798,400,797.07,477.97,792.74,550,697.24,598,398,600,397.07,677.97,392.74,750,297.24,798,998,600,997.07,677.97,992.74,750,897.24,798,198,800,197.07,877.97,192.74,950,97.24,998,398,800,397.07,877.97,392.74,950,297.24,998,798,800,797.07,877.97,792.74,950,697.24,998,998,800,997.07,877.97,992.74,950,897.24,998,0,1010,96412.85,88609.35,84195.83,75906.22,101921.42,94399.4,88357.63,82351.84,106862.02,103052.78,100751,93454.3,77258.71,76243.02,76838.33,76411.07,87932.63,88933.36,93081.9,78565.87,90048.21,89724.73,86474.88,78681.99,78396.99,76447.76,76076.67,68565.09,93637.7,90940.16,90864.43,73992.09,69477.69,67046.96,67604.77,71093.19,69989.2,69742.51,70294.22,66783.91,73113.78,72328.66,71475.77,68989.66,86890.7,87391.91,85993.26,76093.59,71330.03,0.77,4011030.04
1,1,1,51,1,101,0,201,201,1,401,0,201,140,300,248,601,1,601,70,601,140,600,248,998,0,997.07,77.37,993.01,150,887.3,198,998,200,997.07,277.37,993.01,350,987.3,398,1,401,1,470,1,540,50,598,798,400,797.07,477.37,793.01,550,537.3,448,998,600,997.07,677.37,1000,750,887.3,798,0,701,1,870,101,940,50,998,348,750,397.07,877.37,343.01,1000,287.3,998,598,750,697.07,877.37,543.01,950,537.3,998,998,800,997.07,877.37,993.01,1000,887.3,998,0,1010,92085.67,80575.37,76565.12,78815.99,92376.11,94869.42,82032.96,79467.3,101339.8,91808.28,84987.1,82904.18,107496.18,103729.72,102497.78,84758.36,95241.29,94374.77,93631.81,88774,82476.69,78010.44,76572.96,75674.92,83699.79,84642.15,84901.22,77595.47,93193.05,91142.27,91626.97,75895.82,76166.24,75071.49,70689.54,69004.26,77807.65,73381.92,71254.77,68680.47,81887.62,78199.96,75513.75,73808.13,87286.89,88156.47,89469.06,80093.41,67495.09,0.79,4107759.89
398,0,397.07,77.74,393.36,150,281.43,198,598,0,597.07,77.74,593.36,150,481.43,198,998,0,997.07,77.74,993.36,150,881.43,198,198,200,197.07,277.74,193.36,350,81.43,398,798,200,797.07,277.74,793.36,350,681.43,398,198,400,197.07,477.74,193.36,550,81.43,598,398,400,397.07,477.74,393.36,550,281.43,598,798,400,797.07,477.74,793.36,550,681.43,598,998,400,997.07,477.74,993.36,550,881.43,598,398,600,397.07,677.74,393.36,750,281.43,798,398,800,397.07,877.74,393.36,950,281.43,998,798,800,797.07,877.74,793.36,950,681.43,998,0,1000,95882.94,85635.49,79501.94,77262.5,101981.17,93234.02,85273.22,77155.29,107444.65,103529.55,101041.99,93232.22,77893.45,74799.93,73797.48,70569.78,87448.53,87321.17,87770.18,73542.5,68429.4,66136.6,63402.74,67520.7,73727.76,70010.24,69840.23,62132.28,80972.07,78435.42,73899.34,73189.09,95352.26,91435.92,88162.57,78924.52,67688.16,70336.73,74437.31,67353.94,72050.44,74033.37,76512.03,75090.19,86931.34,86699.27,85358.02,77076,78877.53,0.76,3928333.45
398,0,397.46,75.19,392.94,150,287.64,198,198,200,197.46,275.19,192.94,350,87.64,398,998,200,997.46,275.19,992.94,350,887.64,398,398,400,397.46,475.19,392.94,550,287.64,598,598,400,597.46,475.19,592.94,550,487.64,598,998,400,997.46,475.19,992.94,550,887.64,598,198,600,197.46,675.19,192.94,750,87.64,798,798,600,797.46,675.19,792.94,750,687.64,798,198,800,197.46,875.19,192.94,950,87.64,998,398,800,397.46,875.19,392.94,950,287.64,998,598,800,597.46,875.19,592.94,950,487.64,998,998,800,997.46,875.19,992.94,950,887.64,998,0,1000,106055.08,100858.49,97106.15,89898.91,86818.27,83809.02,83119.78,78075.69,107158.36,102079.17,100816.94,86005.88,82009.46,73623.31,69634.22,68384.49,87807.01,81136.56,76614.78,69377.17,95504.91,95234.88,93498.76,86487.58,70249.86,69794.72,69797.9,65684.08,80579.44,82720.71,83680.28,74438.15,64016.05,62893.87,63439.74,68399.34,67933.68,64699.03,63323.16,62407.82,70783.08,72269.94,74020.2,67289.78,92186.71,89218.85,86669.2,77959.28,69635.2,0.76,3915204.95
1,1,1,51,1,101,1,151,401,1,401,70,401,140,450,198,998,0,997.07,78.02,997.07,147.51,949,198,1,201,1,270,1,340,50,398,948,250,997.07,228.02,997.07,347.51,949,298,398,400,397.07,478.02,397.07,547.51,349,698,998,400,997.07,478.02,997.07,547.51,949,598,0,601,1,670,1,740,50,798,801,601,801,670,801,740,850,798,51,851,1,870,1,940,50,998,598,800,597.07,878.02,597.07,947.51,549,1000,998,800,997.07,878.02,997.07,947.51,949,998,0,1010,95499.44,85810.9,82215.27,79289.85,100573.49,93234.03,89822.02,83914.48,107336.19,103839.19,102220.14,88220.48,76843.19,78638.82,78329.48,75575.36,84123.66,94172.93,92462.74,87342.36,83087.42,78343.14,74899.62,75618.97,91060.18,95878.78,93690.53,87734.43,78044.98,74301.33,73848.6,70744.53,83924.61,84316.56,85379.3,80022.78,68871.01,68487.29,73707.55,71300.77,75838.92,76359.66,75852.31,73473.3,94065.07,90662.53,87174.45,80853.2,68919.25,0.79,4095285.1
1,0,1,51,1,101,1,151,298,0,397.6,72.29,543,197.07,399,198,601,0,601,51,601,101,601,151,998,0,997.6,72.29,1000,147.07,849,0,1,498,50,348,100,448,200,298,998,200,997.6,272.29,1000,347.07,949,448,798,400,797.6,472.29,993,647.07,749,598,1,601,0,651,51,551,1,751,601,601,601,670,601,740,650,798,0,801,1,870,1,940,100,998,401,901,601,870,601,940,650,998,998,800,1000,922.29,1000,1000,899,1000,0,1000,92677.55,82158.55,79804.67,76229.98,93220.52,82891.56,78820.75,76774.6,101860.02,88120.34,84586.71,81565.55,109972.48,101789.19,99727.41,98739.98,80804.15,80582.45,80778.12,79690.48,94990.04,96433.49,93625.03,93457.22,83446.85,82306.21,93048.85,88971.27,74022.36,72442.92,74807.1,76784.27,82032.78,81409.34,82972.55,80025.41,72920.72,74898.97,73142.68,71641.91,72385.61,82652.14,79449.98,75658.46,92910.55,92350.17,88446.89,75893.91,70449.11,0.8,4123428.87
198,0,196.21,71.8,197.07,138.98,149,198,798,0,796.21,71.8,797.07,138.98,749,198,198,200,196.21,271.8,197.07,338.98,149,398,198,400,196.21,471.8,197.07,538.98,149,598,398,400,396.21,471.8,397.07,538.98,349,598,598,400,596.21,471.8,597.07,538.98,549,598,998,400,996.21,471.8,997.07,538.98,949,598,398,600,396.21,671.8,397.07,738.98,349,798,798,600,796.21,671.8,797.07,738.98,749,798,998,600,996.21,671.8,997.07,738.98,949,798,798,800,796.21,871.8,797.07,938.98,749,998,998,800,996.21,871.8,997.07,938.98,949,998,0,1000,101323.1,95433.97,92526.36,79655.57,107824.88,103738.69,100918.38,97047.01,87015.24,83802.44,81759.37,69553.69,72949.45,67074.26,64331.49,63463.39,82495.73,72062.52,65299.49,55492.8,92985.82,84350.54,75867.31,66998.28,101646.58,98808.82,96534.49,78906.33,59212.71,58365.36,61133.81,62119.07,78024.32,71657.61,68226.99,58067.47,91814.98,89584.48,88618.18,69900.04,63273.32,62333.5,65468.67,67133.98,85247.39,84021.36,82763.29,76411.15,80623.22,0.75,3863866.91
