X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
1200,0,1145.95,37.46,1089.74,74.87,1032.16,112.09,1400,0,1345.95,37.46,1289.74,74.87,1232.16,112.09,200,200,145.95,237.46,89.74,274.87,32.16,312.09,400,200,345.95,237.46,289.74,274.87,232.16,312.09,600,200,545.95,237.46,489.74,274.87,432.16,312.09,1000,200,945.95,237.46,889.74,274.87,832.16,312.09,1200,200,1145.95,237.46,1089.74,274.87,1032.16,312.09,1400,200,1345.95,237.46,1289.74,274.87,1232.16,312.09,200,400,145.95,437.46,89.74,474.87,32.16,512.09,600,400,545.95,437.46,489.74,474.87,432.16,512.09,1000,400,945.95,437.46,889.74,474.87,832.16,512.09,1400,400,1345.95,437.46,1289.74,474.87,1232.16,512.09,200,600,145.95,637.46,89.74,674.87,32.16,712.09,600,600,545.95,637.46,489.74,674.87,432.16,712.09,800,600,745.95,637.46,689.74,674.87,632.16,712.09,200,800,145.95,837.46,89.74,874.87,32.16,912.09,600,800,545.95,837.46,489.74,874.87,432.16,912.09,1000,800,945.95,837.46,889.74,874.87,832.16,912.09,400,1000,345.95,1037.46,289.74,1074.87,232.16,1112.09,600,1000,545.95,1037.46,489.74,1074.87,432.16,1112.09,800,1000,745.95,1037.46,689.74,1074.87,632.16,1112.09,1000,1000,945.95,1037.46,889.74,1074.87,832.16,1112.09,1400,1000,1345.95,1037.46,1289.74,1074.87,1232.16,1112.09,200,1200,145.95,1237.46,89.74,1274.87,32.16,1312.09,400,1200,345.95,1237.46,289.74,1274.87,232.16,1312.09,57920.91,55929.41,56510.16,55783.6,97550.44,90966.11,77540.77,66481.98,36239.25,38301.15,38978.99,38579.84,39523.4,39066.37,42173.1,43295.32,56848.26,53028.61,46947.25,42072.33,61400,65440.99,66916.95,64937.94,64061.66,68138.02,76946.44,81335.28,98651.4,90952.81,80072.32,73517.64,46513.21,46071.72,43953.84,42861.25,53764.39,50012.6,46395.1,44205.37,86286.71,86919.36,82060.78,72080,99431.91,100093.76,99763.1,94472.71,52945.41,52555.5,51190.94,49260.5,51440.87,52840.35,53557.93,53169.5,66346.89,64088.72,62939.92,63078.81,58531.55,61355.37,62712.9,64448.29,65920.71,66002.99,66487.79,67378.71,83924.7,81935.32,78190.46,74163.17,72942.07,79931.38,80312.5,76760.81,75140.35,88999.07,98991.48,100899.7,76952.78,88589.89,98187.56,101175.98,97096.88,101915.96,101187.44,99316.96,98851.67,101282.55,100897.89,98660.36,77134.18,88692.62,98471.27,101137.64,99105.92,102037.49,101269.77,99462.72,0.74,7170866.71
400,0,346.08,37.55,289.91,75.04,232.43,112.35,600,0,546.08,37.55,489.91,75.04,432.43,112.35,1200,0,1146.08,37.55,1089.91,75.04,1032.43,112.35,1250,0,1300,0,1350,0,1400,0,400,200,346.08,237.55,289.91,275.04,232.43,312.35,900,200,746.08,237.55,689.91,275.04,632.43,312.35,1000,200,946.08,237.55,889.91,275.04,832.43,312.35,1400,200,1346.08,237.55,1289.91,275.04,1232.43,312.35,600,400,546.08,437.55,489.91,475.04,432.43,512.35,1000,400,946.08,437.55,889.91,475.04,832.43,512.35,1200,400,1146.08,437.55,1089.91,475.04,1032.43,512.35,1400,400,1346.08,437.55,1289.91,475.04,1232.43,512.35,300,600,146.08,637.55,89.91,675.04,32.43,712.35,400,600,346.08,637.55,289.91,675.04,232.43,712.35,600,600,546.08,637.55,489.91,675.04,432.43,712.35,400,800,346.08,837.55,289.91,875.04,232.43,912.35,1400,800,1346.08,837.55,1289.91,875.04,1232.43,912.35,200,1000,146.08,1037.55,89.91,1075.04,32.43,1112.35,400,1000,346.08,1037.55,289.91,1075.04,132.43,1112.35,200,1200,46.08,1237.55,89.91,1275.04,32.43,1312.35,400,1200,346.08,1237.55,289.91,1275.04,232.43,1312.35,600,1200,546.08,1237.55,489.91,1275.04,432.43,1312.35,800,1200,746.08,1237.55,689.91,1275.04,632.43,1312.35,1200,1200,1146.08,1237.55,1089.91,1275.04,1032.43,1312.35,1400,1200,1346.08,1237.55,1289.91,1275.04,1232.43,1312.35,41572.15,42989,45187.36,43176.79,46185.56,48221.61,50303.72,51742.2,66723.15,68875.84,61094.01,57907,69540.62,74550.18,80577.01,96163.08,54670.82,54241.24,50623.88,46545.9,45631.3,52778.18,62395.59,67605.67,59556.62,56284.58,55581.97,55237.49,97771.2,90609.5,80787.43,72306.64,73834.05,71548.35,64688.92,58097.65,61725.77,68900.14,74197.22,75928.58,70361.3,74002.82,74705.7,76549.23,99299.88,99408.25,92297.25,84961.11,47889.78,47045.65,47990.97,48847.23,57930.63,58822.84,56624.33,50305.74,77005.39,76923.19,78327.65,75608.78,70563.77,65238.44,58198.89,53940.64,98640.8,100045.07,95204.85,87046.1,59387.39,61050.44,64019.01,69243.84,67774.76,65931.12,65269.83,69329.57,73562.2,75390.77,97037.04,100828.6,74504.72,89044.61,99226.77,100271.11,77374.71,88792.94,99331.09,99995.47,96854.98,102774.06,101660.07,99154.83,76612.05,87766.58,98548.98,100157.53,98767.05,101265.09,100982.27,98751.11,0.76,7280804.85
400,0,346.11,37.46,289.96,74.87,232.55,112.25,800,0,746.11,37.46,689.96,74.87,632.55,112.25,1000,0,946.11,37.46,889.96,74.87,832.55,112.25,1200,0,1146.11,37.46,1089.96,74.87,1032.55,112.25,1250,0,1300,0,1350,0,1400,0,800,200,746.11,237.46,689.96,274.87,632.55,312.25,1400,200,1346.11,237.46,1289.96,274.87,1232.55,312.25,400,400,346.11,437.46,289.96,474.87,232.55,512.25,600,400,546.11,437.46,489.96,474.87,432.55,512.25,1000,400,946.11,437.46,889.96,474.87,832.55,512.25,1200,400,1146.11,437.46,1089.96,474.87,1032.55,512.25,200,600,146.11,637.46,89.96,674.87,32.55,712.25,400,600,346.11,637.46,289.96,674.87,232.55,712.25,800,600,746.11,637.46,689.96,674.87,632.55,712.25,1200,600,1146.11,637.46,1089.96,674.87,1032.55,712.25,1250,601,1300,601,1350,601,1400,601,200,800,146.11,837.46,89.96,874.87,32.55,912.25,800,800,746.11,837.46,689.96,874.87,632.55,912.25,1000,800,946.11,837.46,889.96,874.87,832.55,912.25,200,1000,146.11,1037.46,89.96,1074.87,32.55,1112.25,600,1000,546.11,1037.46,489.96,1074.87,432.55,1112.25,1000,1000,946.11,1037.46,889.96,1074.87,832.55,1112.25,200,1200,146.11,1237.46,89.96,1274.87,32.55,1312.25,400,1200,346.11,1237.46,289.96,1274.87,232.55,1312.25,600,1200,546.11,1237.46,489.96,1274.87,432.55,1312.25,45068.62,44805.8,44564,43825.22,46371.29,46356.67,46344.8,44851.9,54635.34,56684.27,57455.39,55396.38,70670.26,74762.15,67953.23,64161.19,73379.3,75705.19,80965.62,97533.28,53444.77,55151.58,56698.51,55494.82,99249.46,100737.21,93663.74,84626.88,47427.63,48875.92,52176.99,52929.32,55710.59,55294.18,56546,56586.91,57919.77,65690.1,74163.25,73808.61,74017.19,70730.97,70840.91,73005.75,52738.49,53237.99,52513.98,49481.71,63371.52,67584.4,68697.82,66116.35,72439.9,65006.92,60689.33,59669.48,92061.52,105756.58,101658.08,100286.87,90046.28,89179.29,88641.56,97304.42,65332.55,60728.77,55927.19,52976.02,64537.44,70874.98,82064.25,89183.59,97939.87,91354,82370.77,75787.06,66285.75,65653.45,66063.48,67666.91,95773.03,92538.46,83194.75,75256.03,99814.74,101757.34,101605.57,99516.1,75635.81,88357.95,99721.28,100304.45,75628.1,88947.46,99453.96,100383.7,99461.39,101786.36,100576.25,99785.63,0.76,7307007.92
400,0,346,37.5,289.72,75.01,232.28,112.28,797,0,797,50,797,100,797,150,850,0,900,0,950,0,1000,0,1400,0,1346,37.5,1289.72,75.01,1232.28,112.28,600,150,546,237.5,489.72,275.01,432.28,312.28,800,200,746,237.5,689.72,275.01,632.28,312.28,1400,200,1346,237.5,1289.72,275.01,1232.28,312.28,800,400,746,437.5,689.72,475.01,632.28,512.28,1000,400,946,437.5,889.72,475.01,832.28,512.28,400,600,346,637.5,289.72,675.01,282.28,762.28,600,600,546,637.5,489.72,675.01,432.28,712.28,800,600,746,637.5,689.72,675.01,632.28,712.28,1200,600,1146,637.5,1089.72,675.01,1032.28,712.28,1250,600,1300,600,1350,600,1400,600,200,800,146,837.5,89.72,875.01,32.28,912.28,400,800,346,837.5,289.72,875.01,232.28,912.28,600,800,546,837.5,489.72,875.01,432.28,912.28,800,800,746,837.5,689.72,875.01,632.28,912.28,1000,800,946,837.5,889.72,875.01,832.28,912.28,200,1000,146,1037.5,89.72,1075.01,32.28,1112.28,400,1000,346,1037.5,289.72,1075.01,232.28,1112.28,600,1000,546,1037.5,489.72,1075.01,432.28,1112.28,200,1200,146,1237.5,89.72,1275.01,32.28,1312.28,400,1200,346,1237.5,289.72,1275.01,232.28,1312.28,600,1200,546,1237.5,489.72,1275.01,432.28,1312.28,39560.04,39423.27,40155.53,41206.83,49636.98,55825.55,54190.75,54713.35,65539.49,64061.62,64910.67,69306.83,98693.84,90216.01,80227.03,70840.77,43767.89,44112.74,46054.13,48340.96,60569.65,55790.54,52212.34,48298.1,99739.82,100612.34,93468.03,84076.36,59975.33,61875.54,61651.79,57455.79,71796.1,75370.49,76700.65,76394.1,47284.36,47298.21,45665.35,45826.35,54964.18,57270.26,59348.34,58094,77123.93,73062.09,69792.14,68138.43,92516.91,104746.79,101320.32,99530.48,90075.32,88755.1,88770.75,97557.82,45437.17,45722.43,47882.98,48959.62,56674,55834.01,54740.7,52320.01,72994.97,78386.89,75640.71,68588.65,77422.11,88884.93,99363.47,101249.51,99539.72,101671.06,101908.44,99624.19,53929.15,58063.39,63949.33,68120.47,63032.42,63770.56,67231.37,68692.85,97986.03,91813.45,82558.75,75463.04,75187.87,88657.82,99128.23,100926.08,75735.69,88247.62,99308.44,100400.25,99298.84,102209.29,100238.89,100251.82,0.75,7220959.56
400,0,346.11,37.46,289.96,74.87,232.55,112.25,800,0,746.11,37.46,689.96,74.87,632.55,112.25,1000,0,946.11,37.46,889.96,74.87,832.55,112.25,1050,1,1100,1,1150,1,1200,1,1250,0,1300,0,1350,0,1400,0,800,200,746.11,237.46,689.96,274.87,632.55,312.25,1400,200,1346.11,237.46,1289.96,274.87,1232.55,312.25,400,400,346.11,437.46,289.96,474.87,232.55,512.25,600,400,546.11,437.46,489.96,474.87,432.55,512.25,1000,400,946.11,437.46,889.96,474.87,832.55,512.25,1200,400,1146.11,437.46,1089.96,474.87,1032.55,512.25,200,600,146.11,637.46,89.96,674.87,32.55,712.25,400,600,346.11,637.46,289.96,674.87,232.55,712.25,800,600,746.11,637.46,689.96,674.87,632.55,712.25,1200,600,1146.11,637.46,1089.96,674.87,1032.55,712.25,1250,601,1300,601,1350,601,1400,601,200,800,146.11,837.46,89.96,874.87,32.55,912.25,800,800,746.11,837.46,689.96,874.87,632.55,912.25,1000,800,946.11,837.46,889.96,874.87,832.55,912.25,200,1000,146.11,1037.46,89.96,1074.87,32.55,1112.25,600,1000,546.11,1037.46,489.96,1074.87,432.55,1112.25,1000,1000,946.11,1037.46,889.96,1074.87,832.55,1112.25,200,1200,146.11,1237.46,89.96,1274.87,32.55,1312.25,400,1200,346.11,1237.46,289.96,1274.87,132.55,1312.25,600,1200,546.11,1237.46,489.96,1274.87,432.55,1312.25,44557.39,45028.81,44655.55,43855.99,48105.93,46195.11,46073.15,45153.51,61033.33,65234.01,58767.19,55079.3,61507.25,63637.25,66385.81,70407.05,73545.54,75640.98,81165.24,97432.77,53505.74,55392.44,56768.44,55335.07,99258.71,100629.14,93706.03,84470.74,47525.12,48943.79,52291.34,52840.35,55869.63,55339.8,56372.31,56498.46,57963.2,65425.53,73876.06,74342.36,74106.1,70800.38,70467.36,73111.76,53102.61,53505.46,52700.35,50128,63549.2,68693.18,67966.99,66977.74,72712.44,64799.08,61330.01,59368.25,92120.86,105285.94,101927.07,100542.06,89952.78,89237.9,88640.67,97183.04,65975.86,60898.93,57414.73,53843.04,64892.98,70852.05,82115.11,89276.18,98373.6,91546.34,82096.91,75440.33,66952.68,69587.65,67870.43,66860.45,95813.34,92610.19,83286.99,75347.74,99607.19,101879.58,101793.38,99329.08,86543.5,92978.94,87883.69,98459.24,75754.07,88934.43,97620.55,97408.55,99537.14,101735.31,100738.45,99762.94,0.76,7319046.23
600,0,545.99,37.4,489.6,74.85,432.15,112.06,1200,0,1145.99,37.4,1089.6,74.85,1032.15,112.06,1400,0,1345.99,37.4,1289.6,74.85,1232.15,112.06,800,200,745.99,237.4,689.6,274.85,632.15,312.06,1400,200,1345.99,237.4,1289.6,274.85,1232.15,312.06,600,400,545.99,437.4,489.6,474.85,432.15,512.06,1200,400,1145.99,437.4,1089.6,474.85,1032.15,512.06,1400,400,1345.99,437.4,1289.6,474.85,1232.15,512.06,200,600,145.99,637.4,89.6,674.85,32.15,712.06,600,500,545.99,637.4,489.6,674.85,432.15,712.06,1200,600,1145.99,637.4,1089.6,674.85,1032.15,712.06,1400,600,1345.99,637.4,1289.6,674.85,1232.15,712.06,600,800,545.99,837.4,489.6,874.85,432.15,912.06,200,1000,145.99,1037.4,89.6,1074.85,32.15,1112.06,400,1000,345.99,1037.4,289.6,1074.85,232.15,1112.06,600,1000,545.99,1037.4,489.6,1074.85,432.15,1112.06,1000,1000,945.99,1037.4,889.6,1074.85,832.15,1112.06,1200,1000,1145.99,1037.4,1089.6,1074.85,1032.15,1112.06,1400,1000,1345.99,1037.4,1289.6,1074.85,1232.15,1112.06,200,1200,145.99,1237.4,89.6,1274.85,32.15,1312.06,400,1200,345.99,1237.4,289.6,1274.85,232.15,1312.06,600,1200,545.99,1237.4,489.6,1274.85,432.15,1312.06,800,1200,745.99,1237.4,689.6,1274.85,632.15,1312.06,1000,1200,945.99,1237.4,889.6,1274.85,832.15,1312.06,1200,1200,1145.99,1237.4,1089.6,1274.85,1032.15,1312.06,46385.48,45247.04,45196.22,44119.69,57535.67,56111.33,56695.51,53348.37,98029.28,88736.25,75789.08,61970.62,52339.2,56111.4,57511.62,57219.72,97816.16,90456.11,76291.51,65759.09,55214.66,51953.79,48815.4,45356.8,61194.39,59149.29,59133.46,56775.17,98469.56,90243.09,80477.14,71283.13,44295.8,46485.91,46554.41,46605.43,57859.56,52093.01,47563.27,44969.14,70085.88,74512.24,75464.34,70592.67,99875.97,100223.74,95427.26,87105.51,56280.88,56529.75,53611.6,51288.79,52281.6,57702.62,63752.72,68101.71,53108.32,57829.41,65208.24,67547.85,64526.36,65484.59,66596.25,67500.26,60951.78,63178.93,67188.63,68285.15,75225.93,78386.02,79364.8,76375.34,99247.12,101682.41,101464.56,99104.72,75250.84,89006.12,98700.78,100752.16,74352.96,88817.67,99429.76,100635.4,74961.12,89337.29,98232.94,101002.88,75406.23,88695.36,98784.86,101181.52,76888.88,87963.62,98670.06,100183.63,98864.04,101473.17,101046.22,98886.64,0.76,7276779.8
1200,0,1145.95,37.46,1089.74,74.87,1032.16,112.09,1400,0,1345.95,37.46,1289.74,74.87,1232.16,112.09,200,200,145.95,237.46,89.74,274.87,32.16,312.09,400,200,345.95,237.46,289.74,274.87,232.16,312.09,600,200,545.95,237.46,489.74,274.87,432.16,312.09,1000,200,945.95,237.46,889.74,274.87,832.16,312.09,1200,200,1145.95,237.46,1089.74,274.87,1032.16,312.09,1400,200,1345.95,237.46,1289.74,274.87,1232.16,312.09,200,400,145.95,437.46,89.74,474.87,32.16,512.09,600,400,545.95,437.46,489.74,474.87,432.16,512.09,1000,400,945.95,437.46,889.74,474.87,832.16,512.09,1400,400,1345.95,437.46,1289.74,474.87,1232.16,512.09,200,600,145.95,637.46,89.74,674.87,32.16,712.09,600,600,545.95,637.46,489.74,674.87,432.16,712.09,800,600,745.95,637.46,689.74,674.87,632.16,712.09,200,800,145.95,837.46,89.74,874.87,32.16,912.09,600,800,545.95,837.46,489.74,874.87,432.16,912.09,1000,800,945.95,837.46,889.74,874.87,832.16,912.09,400,1000,345.95,1037.46,289.74,1074.87,232.16,1112.09,600,1000,545.95,1037.46,489.74,1074.87,432.16,1112.09,800,1000,745.95,1037.46,689.74,1074.87,632.16,1112.09,1000,1000,945.95,1037.46,889.74,1074.87,832.16,1112.09,1400,1000,1345.95,1037.46,1289.74,1074.87,1232.16,1112.09,200,1200,145.95,1237.46,89.74,1274.87,32.16,1312.09,400,1200,345.95,1237.46,289.74,1274.87,232.16,1312.09,57920.91,55929.41,56510.16,55783.6,97550.44,90966.11,77540.77,66481.98,36239.25,38301.15,38978.99,38579.84,39523.4,39066.37,42173.1,43295.32,56848.26,53028.61,46947.25,42072.33,61400,65440.99,66916.95,64937.94,64061.66,68138.02,76946.44,81335.28,98651.4,90952.81,80072.32,73517.64,46513.21,46071.72,43953.84,42861.25,53764.39,50012.6,46395.1,44205.37,86286.71,86919.36,82060.78,72080,99431.91,100093.76,99763.1,94472.71,52945.41,52555.5,51190.94,49260.5,51440.87,52840.35,53557.93,53169.5,66346.89,64088.72,62939.92,63078.81,58531.55,61355.37,62712.9,64448.29,65920.71,66002.99,66487.79,67378.71,83924.7,81935.32,78190.46,74163.17,72942.07,79931.38,80312.5,76760.81,75140.35,88999.07,98991.48,100899.7,76952.78,88589.89,98187.56,101175.98,97096.88,101915.96,101187.44,99316.96,98851.67,101282.55,100897.89,98660.36,77134.18,88692.62,98471.27,101137.64,99105.92,102037.49,101269.77,99462.72,0.74,7170866.71
200,0,146.05,37.39,89.81,74.72,32.36,111.81,1200,0,1146.05,37.39,1089.81,74.72,1032.36,111.81,1400,0,1346.05,37.39,1289.81,74.72,1232.36,111.81,1000,200,946.05,237.39,889.81,274.72,832.36,311.81,1200,200,1146.05,237.39,1089.81,274.72,1032.36,311.81,1400,200,1346.05,237.39,1289.81,274.72,1232.36,311.81,600,400,546.05,437.39,489.81,474.72,432.36,511.81,800,400,746.05,437.39,689.81,474.72,632.36,511.81,1000,400,946.05,437.39,889.81,474.72,832.36,511.81,1200,400,1146.05,437.39,1089.81,474.72,1032.36,511.81,1400,400,1346.05,437.39,1289.81,474.72,1232.36,511.81,400,600,346.05,637.39,289.81,674.72,232.36,711.81,600,800,546.05,837.39,489.81,874.72,432.36,911.81,1000,800,946.05,837.39,889.81,874.72,832.36,911.81,1200,800,1146.05,837.39,1089.81,874.72,1032.36,911.81,200,1000,146.05,1037.39,89.81,1074.72,32.36,1111.81,400,1000,346.05,1037.39,289.81,1074.72,232.36,1111.81,600,1000,546.05,1037.39,489.81,1074.72,432.36,1111.81,800,1000,746.05,1037.39,689.81,1074.72,632.36,1111.81,1400,1000,1346.05,1037.39,1289.81,1074.72,1232.36,1111.81,200,1200,146.05,1237.39,89.81,1274.72,32.36,1311.81,400,1200,346.05,1237.39,289.81,1274.72,232.36,1311.81,1000,1200,946.05,1237.39,889.81,1274.72,832.36,1311.81,1200,1200,1146.05,1237.39,1089.81,1274.72,1032.36,1311.81,1400,1200,1346.05,1237.39,1289.81,1274.72,1232.36,1311.81,40959.61,41232.99,42726.62,44339.19,57015.72,53885.01,51828.39,48545.44,96649.28,89940.82,77157.64,65587.69,48989.87,48803.95,50070.73,48040.54,61559.31,60148.48,60825.37,58707.39,97929.32,91147.49,79696.34,72292,45144.35,48759.68,51546.44,49749.04,49603.16,51991.7,53299.59,53403.85,59429.07,62141.47,59888.64,57284.3,73516.93,79475.94,80179.21,74422.61,100017.6,100336.8,98088.5,93415.72,48537.22,49045.25,51060.91,52812.78,57289.04,58050.44,60103.13,62252.57,54166.11,59279.02,64702.42,65481.1,73772.32,68504.33,65108.98,65221.5,60576.32,63813.83,66979.8,68809.68,69900.55,78825.94,80439.05,76559.49,65436.24,80883.58,95336.83,100933.78,67268.01,72093.8,79650.17,87766.04,97870.83,91334.65,82335.77,75234.66,77218.62,88494.58,99257.59,101136.1,98969.61,102669.63,101564.36,99808.93,74982.52,88285.23,98871.92,100511.66,76327.21,87817.38,98642.03,100078.79,98928.15,101238.15,100787.75,98876.89,0.75,7241677.05
1200,0,1145.9,37.39,1089.49,74.77,1032,112.03,1258,29,1300,0,1350,0,1400,0,408,207,345.9,237.39,289.49,274.77,232,312.03,600,200,545.9,237.39,489.49,274.77,432,312.03,200,400,145.9,437.39,89.49,474.77,32,512.03,600,400,545.9,437.39,489.49,474.77,432,512.03,816,384,745.9,437.39,689.49,474.77,632,512.03,1400,400,1345.9,437.39,1289.49,474.77,1232,512.03,200,600,145.9,637.39,89.49,674.77,32,712.03,400,600,345.9,637.39,289.49,674.77,232,712.03,1000,600,945.9,637.39,889.49,674.77,832,712.03,1200,600,1145.9,637.39,1089.49,624.77,1032,712.03,1400,600,1345.9,637.39,1289.49,674.77,1232,712.03,400,800,345.9,837.39,289.49,874.77,232,912.03,800,800,745.9,837.39,689.49,874.77,632,912.03,1200,800,1145.9,837.39,1089.49,874.77,1032,912.03,200,1000,145.9,1037.39,89.49,1074.77,32,1112.03,600,1000,545.9,1037.39,489.49,1074.77,432,1112.03,800,1000,745.9,1037.39,689.49,1074.77,632,1112.03,1000,1000,945.9,1037.39,889.49,1074.77,832,1112.03,1400,1000,1345.9,1037.39,1289.49,1074.77,1232,1112.03,200,1200,145.9,1237.39,89.49,1274.77,0,1362.03,400,1200,345.9,1237.39,289.49,1274.77,232,1312.03,800,1200,745.9,1237.39,689.49,1274.77,632,1312.03,1400,1200,1345.9,1237.39,1289.49,1274.77,1232,1312.03,73542.32,82451.65,72331.09,65075.16,93749.68,85152.97,86049.55,96814.95,35022.14,37363.65,40908.69,41985.03,44216.8,40543.96,39304.67,39667.79,41843.98,40275.68,41067.56,40635.56,42483.03,46112.68,50974.75,51455.1,48700,48642.21,50272.9,50994.86,98603.32,90451.01,80113.38,71902.71,42992.18,47061.39,52732.2,55584.58,51529.27,50388.92,50498.81,49841.59,52371.56,59180.58,61441.16,62657.12,66764.67,65884.78,56280.05,58697.48,99022.09,98765.21,94558.83,83990.98,56702.38,62013.09,66311.91,69838.94,65916,65592.72,61608.07,59106.38,73904.22,69972.86,70461.15,72604.87,73404.31,71552.83,68634.96,70092.3,62236.17,70928.73,82611.27,89137.71,72378.7,78329.2,79462.98,76715.15,83511.59,92338.64,96916.66,99289.58,97988,90915.63,81465.6,75218.9,77225.22,89338.35,96624.25,98003.02,96439.28,102604.38,102804.57,99774.28,99180.32,102323.37,100769.86,99496.29,99196.67,101405.81,100955.67,98844.25,0.74,7101099.4
56.94,115.83,236.61,105.27,306.06,14.77,456.2,40.08,689.82,78.94,784.45,43.87,930.5,108.04,1100.86,43.39,1198.04,38.29,1289.64,98.73,54.06,256.22,149.27,252.27,328.07,142.63,433.87,252.59,671.77,239.89,800.21,263.46,863.75,274.67,1124.36,178.21,1247.53,241.98,1385.74,174.61,79.07,343.77,237.83,395.76,420.61,372.23,488.32,369.38,613.91,373.65,795.03,323.9,918.9,295.67,1003.55,378.68,1247.39,329.34,1317.91,415.1,141.83,532.14,211.37,535.98,312.16,471.24,431.59,434.73,599.4,430,743.68,442.19,971.63,450.68,1015.39,492.45,1146.18,450.53,1405.79,535.22,14.36,588.51,224.04,654.51,383.8,575.23,479.94,634.81,611.41,631.43,791.51,695.47,924.8,640.04,1017.36,592.14,1222.48,580.48,1304.42,685.63,99.75,758.26,141.97,788.91,345.23,842.49,559.16,808.66,648.51,707.28,716.47,783.44,877.6,743.42,1066.54,738.15,1185.45,746.73,1401.12,839.2,44.51,935.08,234.15,970.59,314.31,907.09,524.52,884.41,676.44,883,767.28,962.28,927.96,951.06,1108.23,901.62,1201.95,965.34,1320.81,986.04,65.19,1024.12,248.41,1036.1,404.37,1007.88,487.78,1124.31,590.54,1055.24,819.53,1064.98,939.68,1009.66,1034.64,1081.84,1160.68,1018.76,1393.26,1113.08,51.93,1180.18,197.15,1226.15,301.49,1216.07,562.45,1192.58,702.41,1211.84,772.84,1171.82,971.65,1216.11,1024.38,1251.93,1147.58,1140.17,1366.06,1214.84,98.54,1280.86,196.14,1276.44,284.51,1315.26,493.52,1287.59,634.77,1295.23,750.24,1349.15,893.77,1339.82,1121.3,1311.48,1225.87,1333.09,1405.78,1385.73,35892.45,39116.68,37689.25,41954.57,47575.26,50691.46,63305.85,69793,70877.7,84783.64,37051.54,40309.98,39648.01,41079.35,46503.56,43911.4,48360.34,67333.5,76571.11,96446.13,41190.95,43608.22,41136.47,45000.12,45637.21,54472.09,51099,60064.3,76211.88,84635.22,48682.78,49078.64,47453.44,47400.07,50671.35,54486.17,54769.86,64896.76,74562.33,100029.48,50426.93,55330.74,50744.73,50484.19,49082.82,58640.6,64632.6,64056.21,80350.6,86955.71,52855.16,57294.56,60348.11,59876.65,55653.95,60022.42,62465.7,66528.38,78117.8,96231.43,62552.57,65025.85,68446.22,66116.86,61277.56,66155.5,60414.16,63945.11,80454.51,83618.32,70815.05,81361.31,67119.83,72209.83,75223.72,79586.73,67243.79,75789.55,81033.19,96387.87,76019.21,77693.54,93802.32,84703.56,89239.27,91446.28,78406.14,85669.31,84118.9,90096.14,100182.46,90059.64,99366.59,101585.1,89630.32,98555.44,98400.97,92501.87,95193.87,96649.48,0.7,6732178.37
